,age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,manquants
4824,22,165.9,83.8,3240,5.0,0.38,589.0,5231.748886883273,500.0,1
4825,42,171.5,78.1,2914,5.0,0.47,357.0,5231.748886883273,15433.018661801616,1
4826,58,160.7,77.0,842,2.5351401010565,0.84,600.0,5000.0,30746.50792401884,1
4827,68,171.1,78.1,2095,2.5351401010565,0.62,395.0,10000.0,500.0,1
4828,32,179.3,72.8,767,2.5351401010565,0.48,646.0,5000.0,1170.63220642442,1
4829,48,166.3,79.7,1529,2.5351401010565,0.04,400.0,749.59,21087.076733720685,1
4833,72,156.6,49.0,1977,2.5351401010565,0.34,436.0,1172.36,500.0,1
4836,31,159.8,82.5,3848,2.5351401010565,0.41,381.0,10000.0,16046.908876497788,1
4837,68,176.5,58.7,2808,0.0,0.04,569.0,786.57,9389.233397360911,0
4840,64,159.6,51.5,3865,3.0,0.98,651.0,10000.0,21325.48160939889,0
4842,66,174.7,83.7,2623,2.5351401010565,0.85,816.0,5000.0,12622.069686033396,1
4847,43,180.5,80.7,3294,1.0,0.08,816.0,5231.748886883273,11146.98137383644,1
4848,55,162.6,66.2,2051,0.0,0.09,767.0,10000.0,500.0,0
4851,26,168.8,62.1,718,5.0,0.39,490.0,10000.0,500.0,0
4853,47,155.7,72.2,2137,2.5351401010565,0.57,434.0,10000.0,4019.804298915984,1
4854,58,164.0,90.1,942,2.5351401010565,0.47,834.0,10000.0,23127.310899708475,1
4855,74,166.0,69.3,1718,2.5351401010565,0.6,415.0,264.6,500.0,1
4861,53,178.0,72.3,2038,0.0,0.49,702.0,5000.0,16110.82645533626,0
4868,62,172.8,74.0,1477,2.5351401010565,0.7,638.0,10000.0,500.0,1
4870,34,167.6,85.4,1760,2.5351401010565,0.22,632.0,10000.0,32527.79758065043,1
4872,39,176.2,57.1,2909,5.0,0.78,516.0,10000.0,500.0,0
4874,21,150.2,96.8,1572,4.0,0.56,335.0,10000.0,500.0,0
4876,24,184.8,67.6,3661,2.5351401010565,0.86,376.0,10000.0,34434.35433413999,1
4877,38,195.0,48.0,2428,4.0,0.59,309.0,5000.0,500.0,0
4879,66,170.4,67.8,3130,0.0,0.3,509.0,10000.0,500.0,0
4880,36,183.0,47.5,500,3.0,0.78,716.0,5000.0,500.0,0
4882,71,187.3,69.4,1859,0.0,0.75,602.0,10000.0,500.0,0
4884,72,188.7,86.3,2747,2.5351401010565,0.06,664.0,1240.21,13532.813530370424,1
4887,22,161.1,70.3,2855,5.0,0.36,515.0,10000.0,6552.627037180092,0
4889,64,166.3,77.2,3169,2.5351401010565,0.04,809.0,5000.0,500.0,1
4890,33,163.6,70.2,3882,3.0,0.01,789.0,5231.748886883273,32763.885790108023,1
4891,25,181.5,66.7,500,2.5351401010565,0.05,388.0,833.16,8235.414270671386,1
4892,31,163.5,79.2,1828,2.5351401010565,0.1,678.0,5000.0,500.0,1
4894,29,178.3,74.4,1405,5.0,0.94,400.0,10000.0,10208.62923884164,0
4896,45,165.8,72.1,3093,2.5351401010565,0.96,831.0,643.32,500.0,1
4902,35,158.0,63.7,4514,2.5351401010565,0.18,771.0,1446.69,18127.81296950924,1
4903,70,150.6,68.2,1892,2.0,0.42,401.0,5000.0,25255.129581932342,0
4905,48,181.6,52.9,1928,2.5351401010565,0.94,448.0,5000.0,14292.7118175078,1
4907,27,161.4,53.7,4479,0.0,0.28,536.0,5000.0,9656.96060156549,0
4909,22,180.1,30.5,500,0.0,0.54,306.0,5231.748886883273,11589.55534675433,1
4910,20,190.2,63.9,3218,2.5351401010565,0.18,669.0,10000.0,31593.079183532303,1
4914,71,174.5,77.2,1614,2.5351401010565,0.53,542.0,885.14,17907.063860863294,1
4919,25,169.9,54.2,500,3.0,0.12,826.0,5000.0,500.0,0
4921,24,185.4,80.7,3974,2.5351401010565,0.61,420.0,5000.0,9388.893804382618,1
4922,26,137.8,66.8,1674,2.5351401010565,0.99,460.0,5000.0,4030.822245847945,1
4923,31,171.2,71.0,3894,0.0,0.86,312.0,5231.748886883273,19675.15887090519,1
4924,44,175.7,55.3,3779,2.5351401010565,0.38,813.0,10000.0,28964.10791594503,1
4925,46,157.3,59.3,2174,5.0,0.61,704.0,5231.748886883273,5107.896730663067,1
4926,20,173.3,75.0,3673,2.5351401010565,0.25,807.0,298.74,500.0,1
4930,47,160.3,71.1,2189,3.0,0.59,641.0,10000.0,18877.201739737007,0
4931,55,192.8,72.8,1517,2.5351401010565,0.29,385.0,1160.49,11514.6201136961,1
4932,67,176.2,59.8,5093,5.0,0.81,377.0,5000.0,18069.970996498065,0
4934,50,172.2,55.9,4593,4.0,0.48,389.0,5000.0,500.0,0
4935,74,169.2,80.0,985,2.5351401010565,0.42,557.0,5000.0,1038.7292062395395,1
4936,33,176.3,81.3,500,3.0,0.78,727.0,787.72,8026.321944145055,0
4938,25,182.5,89.6,2734,1.0,0.54,527.0,5000.0,16530.41183100932,0
4939,34,169.8,58.9,3613,3.0,0.48,806.0,5000.0,500.0,0
4944,63,161.2,47.3,2084,2.5351401010565,0.88,460.0,5000.0,20236.008517877814,1
4945,42,169.3,73.2,3702,2.5351401010565,0.87,445.0,566.88,500.0,1
4947,48,174.0,89.6,1638,2.5351401010565,0.88,670.0,5000.0,1423.022220241044,1
4948,64,171.5,56.8,786,2.5351401010565,0.28,637.0,576.18,16897.174166878453,1
4952,24,169.4,58.9,3049,0.0,0.49,691.0,498.98,12497.9270242524,0
4958,52,175.0,44.8,3568,3.0,0.55,751.0,10000.0,10465.52207714112,0
4960,29,171.8,91.2,3729,5.0,0.9,830.0,10000.0,500.0,0
4962,50,185.4,62.7,1202,1.0,0.87,783.0,1195.87,500.0,0
4966,50,171.8,69.0,2396,2.5351401010565,0.65,389.0,5000.0,500.0,1
4967,22,173.7,47.7,668,3.0,0.64,579.0,10000.0,500.0,0
4972,60,164.6,39.7,2647,2.5351401010565,0.27,789.0,853.27,1325.0138969102445,1
4974,72,175.0,61.9,2201,2.5351401010565,0.07,315.0,955.54,500.0,1
4976,34,174.0,65.8,1681,2.5351401010565,0.63,324.0,10000.0,11598.684067389817,1
4977,53,159.7,77.6,3601,4.0,0.68,556.0,10000.0,21217.996008185488,0
4978,57,159.3,81.6,2319,2.5351401010565,0.81,399.0,106.86,500.0,1
4982,44,159.6,30.4,2042,2.5351401010565,0.85,436.0,1079.27,23345.81596662295,1
4985,59,172.6,65.0,3611,2.5351401010565,0.1,570.0,1039.03,500.0,1
4992,33,158.5,33.7,500,4.0,0.13,476.0,10000.0,978.2388365224624,0
4993,19,186.1,92.6,2072,2.5351401010565,0.14,644.0,5000.0,48467.71481837284,1
4998,25,180.6,68.9,1477,1.0,0.84,614.0,10000.0,24112.9505843984,0
5004,73,172.9,58.0,2391,2.5351401010565,0.88,617.0,10000.0,500.0,1
5006,48,174.4,66.7,1774,2.5351401010565,0.0,627.0,282.1,19029.62459253628,1
5008,21,169.1,78.1,3162,2.0,0.28,304.0,10000.0,500.0,0
5010,20,195.5,85.3,500,2.5351401010565,0.95,688.0,10000.0,9469.21819454952,1
5011,63,169.3,45.5,4379,0.0,0.99,768.0,5231.748886883273,500.0,1
5015,30,174.1,78.1,3845,2.0,0.83,483.0,5000.0,500.0,0
5019,72,155.4,59.9,1735,2.5351401010565,0.2,833.0,5000.0,20322.070993627203,1
5021,27,180.0,61.2,2232,3.0,0.68,489.0,10000.0,15632.319701686563,0
5024,38,173.1,61.8,2692,3.0,0.98,646.0,5000.0,500.0,0
5034,59,165.9,58.8,3438,0.0,0.04,467.0,769.41,42194.908350216,0
5036,51,176.7,66.9,2377,2.5351401010565,0.55,848.0,674.11,500.0,1
5037,25,173.1,69.0,3876,3.0,0.0,612.0,10000.0,17296.982029780815,0
5038,38,187.3,82.1,3840,2.5351401010565,0.62,388.0,5000.0,500.0,1
5043,64,157.0,61.0,3371,2.5351401010565,0.61,648.0,675.32,500.0,1
5044,70,170.9,70.8,3220,2.5351401010565,0.46,313.0,10000.0,500.0,1
5045,46,175.1,38.5,2699,2.5351401010565,0.81,468.0,745.72,500.0,1
5048,18,168.4,47.1,1491,2.0,0.28,741.0,5000.0,8140.925052714037,0
5050,50,170.1,73.3,1395,2.5351401010565,0.18,777.0,5000.0,17698.427159704308,1
5053,31,173.6,65.9,1275,5.0,0.34,337.0,879.68,5902.493239218105,0
5054,69,187.3,52.0,2505,5.0,0.08,484.0,5231.748886883273,500.0,1
5057,55,189.2,82.0,1276,2.5351401010565,0.86,336.0,912.73,500.0,1
5058,37,168.1,48.5,1469,2.5351401010565,0.52,767.0,5000.0,500.0,1
5060,67,168.5,66.0,1746,0.0,0.98,404.0,5231.748886883273,4315.963581596942,1
5069,53,170.2,89.1,2024,3.0,0.51,361.0,5000.0,500.0,0
5071,64,173.8,82.4,3097,0.0,0.56,710.0,628.52,12664.864333568616,0
5073,25,173.6,33.4,3056,5.0,0.05,487.0,5000.0,16447.866538942402,0
5077,37,180.9,48.5,3025,2.0,0.7,500.0,976.17,9619.878455944596,0
5080,69,175.9,67.5,2085,2.5351401010565,0.18,480.0,10000.0,14432.874620616878,1
5089,49,171.6,89.7,3423,5.0,0.6,648.0,10000.0,21989.973066116017,0
5090,50,156.7,58.2,3087,4.0,0.44,795.0,1141.67,7197.898391215881,0
5093,59,169.0,47.1,5031,4.0,0.58,795.0,10000.0,500.0,0
5101,43,159.9,70.6,1602,1.0,0.5,543.0,5000.0,22293.10886024468,0
5102,70,167.5,86.9,2133,2.5351401010565,0.87,707.0,10000.0,500.0,1
5106,66,174.9,86.7,1795,2.0,0.93,762.0,5000.0,500.0,0
5108,58,163.1,55.8,3152,2.5351401010565,0.3,492.0,993.55,1123.2100965294858,1
5110,73,169.1,102.7,528,0.0,0.47,304.0,5231.748886883273,3683.401642577808,1
5112,62,156.5,83.8,604,2.5351401010565,0.54,590.0,563.9,500.0,1
5114,43,168.3,61.4,3979,4.0,0.78,654.0,5231.748886883273,500.0,1
5117,19,152.1,44.7,4507,5.0,0.32,561.0,942.3,3702.023245177296,0
5118,27,162.1,86.8,1231,5.0,0.81,420.0,738.09,6901.805979396253,0
5119,20,169.5,67.2,3279,2.5351401010565,0.94,483.0,5000.0,1304.2596366632886,1
5121,73,173.2,13.2,2875,2.5351401010565,0.03,381.0,10000.0,500.0,1
5122,55,190.5,81.3,3668,2.5351401010565,0.28,330.0,10000.0,20543.74248454139,1
5126,54,178.4,73.6,1099,0.0,0.55,462.0,5231.748886883273,500.0,1
5128,57,168.6,70.7,3852,2.0,0.93,534.0,5231.748886883273,7133.205772691494,1
5129,27,166.4,79.2,694,2.5351401010565,0.46,739.0,1174.98,1496.1430046037783,1
5135,35,162.3,76.5,2369,2.5351401010565,0.07,449.0,5000.0,500.0,1
5136,32,169.7,89.3,1471,1.0,0.27,516.0,10000.0,500.0,0
5142,28,157.3,76.0,2870,2.5351401010565,0.96,826.0,10000.0,500.0,1
5143,60,177.4,55.0,3489,1.0,0.08,594.0,703.06,23686.28139027623,0
5146,56,171.4,70.7,3440,2.5351401010565,0.26,731.0,10000.0,23229.62608175049,1
5147,27,171.4,54.5,2791,2.5351401010565,0.63,450.0,5000.0,500.0,1
5151,53,179.2,48.7,2173,3.0,0.42,732.0,5231.748886883273,20198.864680046823,1
5153,64,164.7,68.7,4033,1.0,0.86,646.0,5000.0,3241.9431158907564,0
5155,60,162.5,55.0,500,2.5351401010565,0.1,323.0,10000.0,500.0,1
5163,31,169.3,85.7,3771,1.0,0.48,411.0,5231.748886883273,27149.517197480734,1
5164,59,166.6,70.2,648,1.0,0.86,680.0,5000.0,500.0,0
5166,31,179.4,91.6,1491,5.0,0.57,496.0,10000.0,500.0,0
5168,56,162.8,70.1,4006,2.5351401010565,0.12,698.0,10000.0,48048.70168225937,1
5169,44,195.2,81.9,1564,1.0,0.92,815.0,5000.0,22667.469609067877,0
5174,21,171.1,71.6,3620,2.5351401010565,0.58,561.0,5000.0,500.0,1
5175,36,149.6,79.9,1844,3.0,0.88,758.0,5000.0,40690.34319095283,0
5180,55,153.3,76.3,2811,2.0,0.54,775.0,5000.0,500.0,0
5182,31,174.3,52.0,1927,4.0,0.52,742.0,5000.0,500.0,0
5184,50,184.1,84.2,3251,5.0,0.53,541.0,913.21,18105.06432393928,0
5187,58,157.2,65.1,765,2.0,0.5,746.0,5231.748886883273,500.0,1
5188,52,187.3,81.2,545,4.0,0.82,843.0,532.2,1997.1270482276104,0
5189,38,169.8,46.0,2122,2.5351401010565,0.59,723.0,10000.0,11011.361049341514,1
5191,33,173.1,54.5,793,2.5351401010565,0.5,643.0,658.83,500.0,1
5193,38,166.6,78.3,2948,2.5351401010565,0.92,545.0,5000.0,8397.305449219004,1
5195,37,167.9,85.2,1469,4.0,0.83,747.0,10000.0,5679.207080273481,0
5197,50,164.8,91.2,3274,1.0,0.38,510.0,5231.748886883273,500.0,1
5198,60,179.3,69.0,4301,2.5351401010565,0.44,839.0,5000.0,19533.540551927665,1
5201,42,152.0,64.8,3045,4.0,0.7,620.0,5231.748886883273,500.0,1
5202,51,153.4,15.7,1874,2.5351401010565,0.67,784.0,351.02,25289.332678919232,1
5203,65,156.8,94.4,4150,2.5351401010565,0.44,843.0,955.35,43771.14982069506,1
5205,34,161.6,71.0,1699,2.5351401010565,0.64,371.0,5000.0,500.0,1
5206,54,175.8,55.0,2389,1.0,0.06,431.0,5231.748886883273,20148.565597825826,1
5210,69,167.5,76.6,2900,0.0,0.73,688.0,311.03,34024.88664034968,0
5211,48,186.7,51.2,500,0.0,0.01,458.0,5000.0,500.0,0
5212,44,192.3,103.7,1302,2.5351401010565,0.38,776.0,958.83,23667.44102735884,1
5213,49,174.8,72.7,2284,0.0,0.05,391.0,5000.0,500.0,0
5215,51,178.1,74.9,2764,2.5351401010565,0.34,708.0,878.98,500.0,1
5223,44,185.8,72.8,2953,2.5351401010565,0.17,588.0,10000.0,500.0,1
5225,30,171.9,57.8,2094,2.5351401010565,0.8,463.0,408.03,500.0,1
5228,38,158.3,72.4,1307,3.0,0.05,393.0,10000.0,2662.8609420212924,0
5229,73,168.8,66.4,2134,2.0,0.27,399.0,5000.0,500.0,0
5230,37,179.6,85.1,2384,2.5351401010565,0.43,396.0,785.01,9091.976151641726,1
5231,49,159.5,57.7,3203,2.5351401010565,0.18,414.0,1103.69,12950.347786468126,1
5234,49,168.9,103.8,3699,2.5351401010565,0.08,543.0,10000.0,20835.753512619904,1
5240,18,168.4,66.4,2111,4.0,0.46,504.0,5000.0,9760.812159705438,0
5241,67,177.5,37.4,4075,2.5351401010565,0.62,375.0,846.01,19616.81514524639,1
5245,36,165.9,79.2,913,2.5351401010565,0.16,443.0,5000.0,14130.509990982004,1
5248,40,180.7,68.7,2457,2.0,0.41,370.0,5231.748886883273,500.0,1
5251,47,145.2,74.9,5310,1.0,0.54,613.0,5231.748886883273,22058.8149152844,1
5252,72,155.0,73.5,2781,2.0,0.66,573.0,10000.0,18216.408515220075,0
5254,45,178.2,46.8,4170,2.5351401010565,0.3,685.0,5000.0,40076.12963567308,1
5256,57,168.2,51.8,2214,5.0,0.01,303.0,5000.0,500.0,0
5260,18,170.9,52.6,2491,5.0,0.13,343.0,5231.748886883273,500.0,1
5262,59,176.9,59.7,2971,2.5351401010565,0.05,737.0,627.44,2091.50307798458,1
5264,31,171.6,66.1,5065,2.5351401010565,0.5,537.0,1067.98,500.0,1
5266,75,171.9,69.2,1478,2.5351401010565,0.67,554.0,10000.0,2605.864082933269,1
5268,72,175.8,83.5,500,2.5351401010565,0.27,833.0,10000.0,17588.456971819967,1
5270,71,188.5,58.9,4137,1.0,0.88,401.0,403.79,13145.425053072247,0
5271,36,177.7,82.8,2816,2.5351401010565,0.23,307.0,10000.0,500.0,1
5272,45,164.4,60.8,1992,5.0,0.47,530.0,620.69,6723.662297466024,0
5273,71,150.5,68.1,500,3.0,0.54,642.0,10000.0,5881.112146935091,0
5274,61,178.9,84.0,3519,2.5351401010565,0.88,592.0,10000.0,31965.666946618672,1
5275,74,173.6,56.9,2840,2.5351401010565,0.07,387.0,5000.0,11919.31578800856,1
5277,28,176.9,99.3,4450,4.0,0.12,610.0,5000.0,10600.203328979927,0
5278,18,161.4,94.8,4216,1.0,0.04,347.0,10000.0,500.0,0
5279,68,186.1,75.0,1848,2.0,0.43,434.0,10000.0,29148.70531457577,0
5280,39,174.0,87.5,2008,2.5351401010565,0.28,338.0,10000.0,500.0,1
5281,52,173.7,102.0,1342,2.5351401010565,0.54,453.0,5000.0,28809.67343167673,1
5283,32,168.8,73.9,2340,2.5351401010565,0.9,602.0,5000.0,500.0,1
5284,60,157.6,30.0,2822,0.0,0.94,764.0,5231.748886883273,11964.160775187183,1
5289,27,155.4,79.2,3947,2.0,0.3,496.0,5231.748886883273,7409.971370503994,1
5290,48,156.2,82.2,2598,2.5351401010565,0.31,519.0,5000.0,500.0,1
5291,40,180.9,76.0,959,2.5351401010565,0.47,327.0,99.54,500.0,1
5292,72,164.3,90.5,1567,5.0,0.35,802.0,10000.0,42431.997186695655,0
5301,40,167.3,57.6,2870,4.0,0.73,617.0,5000.0,20606.08926223896,0
5302,62,168.0,62.2,4576,5.0,0.83,500.0,5231.748886883273,500.0,1
5304,58,165.0,67.8,2228,3.0,0.7,484.0,363.81,4968.756064114143,0
5306,45,166.8,79.5,2684,0.0,0.47,639.0,5231.748886883273,13078.291814080756,1
5307,23,157.2,91.2,4464,2.0,0.34,458.0,5000.0,500.0,0
5310,66,162.3,93.5,3068,4.0,0.16,782.0,478.46,500.0,0
5313,34,172.3,65.1,1346,1.0,0.4,368.0,5231.748886883273,500.0,1
5314,73,178.6,56.1,3686,4.0,0.75,803.0,5231.748886883273,16025.297564461089,1
5315,73,166.4,78.8,2150,2.5351401010565,0.02,720.0,655.55,500.0,1
5319,25,184.8,66.7,1978,5.0,0.39,615.0,5231.748886883273,500.0,1
5324,49,168.3,88.3,1588,4.0,0.92,405.0,1143.45,18365.207496326955,0
5325,44,161.7,84.1,4954,1.0,0.57,571.0,749.05,19811.98893203536,0
5327,67,175.1,91.9,500,2.5351401010565,0.02,347.0,5000.0,500.0,1
5328,22,165.3,66.4,1850,2.5351401010565,0.26,561.0,10000.0,500.0,1
5329,45,174.9,69.5,2864,2.5351401010565,0.73,771.0,5000.0,24575.24009075477,1
5334,56,173.5,79.3,4797,5.0,0.64,357.0,5000.0,29386.27330168705,0
5336,40,175.0,70.4,1767,5.0,0.62,567.0,1158.73,500.0,0
5337,24,181.6,95.2,1505,1.0,0.41,487.0,5231.748886883273,500.0,1
5339,47,171.3,79.0,2452,4.0,0.77,477.0,573.19,500.0,0
5341,54,176.4,58.4,3674,2.5351401010565,0.67,841.0,10000.0,44517.27349755482,1
5345,73,167.4,67.3,4148,4.0,0.74,609.0,5231.748886883273,500.0,1
5350,27,171.0,83.5,1170,1.0,0.82,440.0,10000.0,500.0,0
5351,20,143.8,90.2,1851,2.5351401010565,0.97,452.0,5000.0,20292.540994675408,1
5354,36,162.6,72.8,2395,4.0,0.1,540.0,10000.0,500.0,0
5357,22,169.5,69.2,500,2.5351401010565,0.24,419.0,5000.0,11921.655171274942,1
5361,62,169.0,41.1,2558,2.5351401010565,0.63,411.0,5000.0,500.0,1
5365,35,178.7,103.7,2607,1.0,0.9,457.0,5231.748886883273,18579.603464429416,1
5366,19,181.7,61.1,1801,5.0,0.98,815.0,630.86,19425.91018877002,0
5368,39,167.4,60.8,2360,2.5351401010565,0.18,802.0,10000.0,500.0,1
5370,48,180.9,70.5,3434,5.0,0.79,813.0,5231.748886883273,500.0,1
5378,60,168.2,59.7,2266,2.5351401010565,0.04,580.0,189.69,28563.731169345378,1
5381,66,180.6,66.5,984,2.5351401010565,0.16,650.0,10000.0,11470.532842465616,1
5384,41,158.5,50.9,2811,3.0,0.84,523.0,10000.0,3319.7338871675097,0
5387,72,174.1,56.2,3427,4.0,0.45,663.0,5231.748886883273,500.0,1
5388,74,182.7,65.7,3136,2.5351401010565,0.18,686.0,5000.0,27252.50561336032,1
5389,26,182.6,82.8,2294,2.0,0.97,509.0,5000.0,11118.924390264356,0
5390,37,186.9,79.4,2531,2.5351401010565,0.76,437.0,5000.0,12778.547523953092,1
5397,55,150.9,85.0,3587,2.5351401010565,0.87,560.0,1025.42,500.0,1
5399,69,157.5,76.5,1678,2.5351401010565,0.32,774.0,5000.0,9338.097616995125,1
5402,47,167.7,53.4,2451,2.0,0.23,753.0,5000.0,28558.640451367977,0
5403,41,185.1,74.5,4029,4.0,0.8,500.0,720.61,12572.690227491412,0
5414,21,179.2,74.7,998,4.0,0.68,740.0,5231.748886883273,7118.792015716052,1
5415,40,179.1,80.2,2992,4.0,0.65,593.0,1153.2,500.0,0
5419,75,153.4,98.9,2353,5.0,0.44,434.0,887.5,500.0,0
5421,60,148.5,86.7,1629,1.0,0.78,629.0,5231.748886883273,500.0,1
5423,59,175.7,53.2,3045,2.5351401010565,0.04,752.0,5000.0,36536.86457934811,1
5424,72,187.9,49.6,1120,2.0,0.17,634.0,5231.748886883273,35070.03909571301,1
5425,48,165.7,70.9,500,2.0,0.45,633.0,639.64,500.0,0
5426,53,164.1,63.8,3211,2.0,0.56,503.0,1203.17,13668.834172108887,0
5429,51,163.3,71.2,500,1.0,0.29,797.0,1064.61,20944.42018948653,0
5430,72,163.3,85.1,1766,2.5351401010565,0.0,395.0,5000.0,500.0,1
5436,67,161.6,54.2,2855,2.5351401010565,0.16,633.0,5000.0,4359.64553403087,1
5438,54,159.5,54.8,3385,2.5351401010565,0.62,315.0,1289.53,26351.2216850178,1
5440,53,174.0,65.7,1591,3.0,0.76,331.0,5231.748886883273,500.0,1
5442,55,151.4,59.0,4283,2.0,0.39,837.0,10000.0,20718.920188420325,0
5446,38,167.9,80.7,1900,0.0,0.53,617.0,10000.0,11772.799305081704,0
5447,43,182.9,64.1,1677,3.0,0.85,313.0,5231.748886883273,500.0,1
5448,73,165.5,81.5,1364,2.5351401010565,0.15,376.0,10000.0,500.0,1
5450,52,179.5,65.6,1603,0.0,0.39,301.0,5231.748886883273,10321.12867438911,1
5452,50,164.1,87.0,2963,5.0,0.2,672.0,5231.748886883273,500.0,1
5453,38,154.5,74.8,1022,3.0,0.25,481.0,5000.0,500.0,0
5455,23,161.8,81.6,1637,2.5351401010565,0.29,435.0,5000.0,18234.087159764706,1
5458,46,155.5,60.8,2240,2.5351401010565,0.38,311.0,5000.0,500.0,1
5463,31,181.9,80.7,2991,2.0,0.56,476.0,741.64,35324.41059405857,0
5465,20,170.5,52.6,2025,2.5351401010565,0.05,747.0,497.74,500.0,1
5470,44,161.6,71.8,3796,2.5351401010565,0.47,436.0,5000.0,31449.919874062693,1
5476,66,175.0,66.4,500,4.0,0.49,302.0,5000.0,500.0,0
5486,49,166.9,67.6,5122,2.5351401010565,0.97,655.0,5000.0,3886.366402404397,1
5491,63,158.4,60.8,1609,1.0,0.14,405.0,5231.748886883273,20245.6528981206,1
5493,42,195.6,63.6,3359,5.0,0.36,745.0,10000.0,16655.16133744293,0
5495,65,168.4,60.7,1607,2.5351401010565,0.25,430.0,5000.0,25892.265333001284,1
5496,37,165.2,72.2,530,5.0,0.27,625.0,10000.0,506.1000696557594,0
5497,67,161.7,61.8,4781,3.0,0.8,371.0,10000.0,15607.164153245729,0
5498,18,176.2,47.3,1794,2.0,0.07,658.0,10000.0,500.0,0
5501,49,165.7,50.4,1599,2.5351401010565,0.82,325.0,687.31,5006.963646439597,1
5502,43,163.9,80.9,1951,3.0,0.24,347.0,5231.748886883273,20157.827863254694,1
5505,20,151.9,92.1,520,5.0,0.78,621.0,10000.0,500.0,0
5508,42,170.6,73.6,5458,4.0,0.74,633.0,1114.15,15442.104883091608,0
5513,38,195.4,88.6,2199,1.0,0.52,387.0,5000.0,7622.533229372277,0
5514,23,158.6,101.5,655,2.5351401010565,0.93,456.0,5000.0,500.0,1
5516,53,161.9,67.9,3113,1.0,0.99,380.0,5231.748886883273,3080.492487464247,1
5518,71,185.3,66.0,2108,2.5351401010565,0.05,642.0,445.2,12792.782307631507,1
5522,66,167.0,76.6,1465,3.0,0.42,628.0,593.75,23779.54164622753,0
5524,25,165.9,76.2,500,5.0,0.94,556.0,774.52,500.0,0
5531,28,150.2,73.3,1950,2.5351401010565,0.27,814.0,5000.0,30076.492167758945,1
5533,58,167.1,73.0,3272,3.0,0.76,653.0,5231.748886883273,18739.434573768805,1
5535,52,189.2,64.0,1697,4.0,0.19,622.0,5000.0,500.0,0
5536,38,164.6,64.7,2053,5.0,0.47,396.0,5000.0,4420.722427663023,0
5537,36,143.7,72.8,5365,2.5351401010565,0.64,367.0,800.84,5560.780587478581,1
5539,59,177.8,78.0,4091,2.5351401010565,0.94,566.0,616.36,3655.505647536224,1
5541,56,169.6,71.5,4110,2.5351401010565,0.65,749.0,5000.0,15879.021218319647,1
5545,56,177.1,83.6,2623,0.0,0.63,681.0,990.79,35380.09618294562,0
5546,69,160.3,98.3,3359,4.0,0.18,522.0,906.02,28205.740727397675,0
5547,57,160.7,71.8,4408,2.5351401010565,0.54,359.0,10000.0,500.0,1
5549,70,174.6,73.2,4204,5.0,0.22,593.0,5000.0,18213.101271004227,0
5550,24,162.2,74.0,2487,2.5351401010565,0.04,354.0,10000.0,500.0,1
5551,50,166.7,73.7,1732,1.0,0.89,818.0,10000.0,17723.20021809159,0
5552,31,182.6,62.4,2622,0.0,0.46,352.0,665.71,6984.706974534388,0
5553,41,173.4,57.2,3134,2.5351401010565,0.23,377.0,894.34,500.0,1
5554,37,172.3,87.4,2737,5.0,0.13,580.0,10000.0,1440.069571905364,0
5555,44,175.7,80.8,1216,5.0,0.72,316.0,10000.0,500.0,0
5560,72,175.0,71.8,2302,5.0,0.46,765.0,5231.748886883273,500.0,1
5562,52,158.6,68.8,4509,2.5351401010565,0.54,556.0,1086.9,42103.45185172952,1
5563,34,170.9,71.5,4143,5.0,0.68,466.0,5000.0,2173.539199674299,0
5564,72,176.9,91.2,3151,2.5351401010565,0.38,720.0,5000.0,500.0,1
5566,28,158.4,60.6,2820,2.0,0.21,649.0,5231.748886883273,14502.031079825532,1
5570,42,174.7,56.0,3907,2.0,0.66,736.0,5000.0,43038.733675838776,0
5574,46,164.5,73.3,2071,2.5351401010565,0.73,528.0,5000.0,500.0,1
5582,44,144.7,47.1,798,2.5351401010565,0.2,828.0,857.37,11785.02158142409,1
5583,62,182.4,67.8,3056,0.0,0.92,721.0,5231.748886883273,2778.895441146856,1
5585,62,166.3,91.2,4407,4.0,0.65,704.0,5231.748886883273,8503.44658404202,1
5586,34,177.7,54.2,3900,5.0,0.46,493.0,5231.748886883273,20600.912025801503,1
5589,51,149.4,81.4,3725,2.5351401010565,0.76,320.0,10000.0,13422.29100322649,1
5590,32,152.8,69.5,3714,2.5351401010565,0.5,365.0,5000.0,15973.595824815971,1
5592,52,170.7,63.2,1870,5.0,0.97,357.0,5000.0,500.0,0
5598,56,179.5,77.8,1922,4.0,0.23,301.0,494.82,6920.170149102289,0
5599,72,169.0,51.2,3320,0.0,0.89,785.0,10000.0,11431.23009848331,0
5600,31,179.8,68.1,1526,0.0,0.49,420.0,10000.0,500.0,0
5601,46,172.2,61.2,2173,2.5351401010565,0.89,509.0,5000.0,1182.464992217078,1
5603,64,172.1,80.8,3245,4.0,0.41,745.0,5231.748886883273,20849.14794541604,1
5607,55,164.1,57.7,848,2.5351401010565,0.43,780.0,10000.0,19311.85170122414,1
5608,33,174.9,113.4,2900,2.5351401010565,0.18,554.0,10000.0,29107.11122185828,1
5611,49,174.5,91.4,4437,2.5351401010565,0.13,660.0,10000.0,9076.631651004212,1
5613,43,176.0,67.1,2770,4.0,0.06,424.0,10000.0,500.0,0
